,userName,score,at,content
934,Pengguna Google,1,2020-03-17 02:58:14,"Gjls bgt! Padahal udh dibayar tapi mlh error!,saya buka iflix kg error tapi knp kalo bukan Netflix langsung error,tolong diperbaiki lagi,saya nyesel download Netflix,mendingan nonton di iflix aja!🙄"
935,Pengguna Google,1,2020-03-09 11:27:09,"Ga bisa buka, padahal udh nyoba pake hp sati lg, pasti tulisanny 'Maaf, Netflix tidak bisa dijangkau, coba lagi nanti'. Udh dicoba trus, tp tetep g bisa.... Jaringan oke kok, baru diisi paketnya, tolong ya ini gimana? Ya jadi saya uninstall lg deh Netflixnya"
936,Pengguna Google,1,2020-03-08 23:10:45,Bingung aku. Sudah daftar. Dah pake CC.... Eh gak bisa play... Kalau pake sinyal hp. Yg muncul cuma layar hitam... Kalau pake wifi dirumah (indihome) muncul icon film nya tapi gak bisa diplay.... Googling. Katanya pake VPN. Aku coba. Bisa diplay sekali. Eh setelah itu gak bisa lagi. Alasannya terdeteksi VPN. Terus aku harus apa..? Ko ngpllay aj ribet bgt....
937,Pengguna Google,1,2020-03-07 16:45:25,"Kasih opsi pembayaran yg lebih friendly please, seperti pakai pulsa atau transfer bank (bukan nulis nomor kartu ya) , orang indonesia jarang yang pakai cc, ataupun mau susah sudah dan lengkap lengkap nulis data bank nya cuma buat nonton aja. Akhirnya kan pada ngebajak de.. Semoga pengembangnya lebih bijak tentang sistem pembayaran yang polemik ini"
938,Pengguna Google,2,2020-02-15 20:56:28,"Pada saat saya pertama download apk ini masuknya lancar tanpa kendala apapun dan gak perlu bayar² an segala, eh knapa sekarang tiba tiba kalo mau masuk harus melewati pembayaran terus klo belum bayar belum bisa jadi anggota Netlif, kenapa harus gitu? Tolonglah jangan ada pembayaran pas mau masuk. Mending klo mau jadi anggota premium tinggal disediakan dipengaturan, lha ini malah pas pendaftaran"
939,Pengguna Google,5,2020-02-13 10:40:49,"Filmnya menarik dan banyak pilihan, daftarnyapun mudah dan apalagi ada yang paket ponsel jadi murah. Sayangnya masih belum bisa dipake nonton menggunakan Indihome atau Telkomsel."
940,Pengguna Google,1,2020-02-09 04:54:50,aplikasi ini benar apa tidak sih..masak baru beberapa hari di download udah tidak bisa kebuka..terus waktu proses berlangganan tidak berhasil eh ternyata sebulan kemudian dapat notifikasi udah kedebet biaya berlangganannya. saya merasa tertipu karena aplikasinya error terus tidak bisa kebuka..bagaimana mau berhenti berlangganannya.
941,Pengguna Google,5,2020-02-09 03:20:32,"Pakenya jangan wifi ind**om* atau telko*s**, krn ga akan bisa. Entah mereka berdua berantem kali jadi main blokir. Tp serius ini filmya bagus2, cm saya kurang tertarik dr harganya krn mnurut saya kemahalan dan bayarnya agak susah harus pake debit atau kartu kredit, tau sndiri riwayat kartu kredit di indo itu ky apa. Sedangkan debit di indo huh.. jangan berharap bnyk. Minta tolong harganya dturunin dan pmbyarannya dipermudah. Filmnya uda keren2 bgt. Tq mimin"
942,Pengguna Google,4,2020-02-08 11:56:18,"Waktu itu sempet uji coba gratis dan gua akui bagus, cuman sayang banget gw make provider telkomsel, sampai kapan netflix sama telkomsel gak bisa kerja sama, alhasil gua mau coba langganan lagi harus mikir dua kali untuk beli kuota di provider lain malah jadi nambah biaya untuk beli kuota hanya untuk nonton film di netflix aja."
943,Pengguna Google,1,2020-01-30 00:38:29,"Di hp saya netflix sempat masuk jalan, tapi ga gitu bisa gimana. Saya uda ok free 1 bulan. Terus saya uda stop. Tapi anehnya netflix bilang akan bayar, yg kesel ga masuk2 mau stop-in. Sampai hari ini cc saya jalan. Jadi ngebayar. Kecewa."
944,Pengguna Google,2,2020-01-28 23:41:50,"Kenapa aplikasi netflix di gadget saya tida bisa terbuka, malah yang muncul logo yang bertuliskan netflix tidak bisa masuk ke program berikut mohon bantuannya dari pihak Netflix terima kasih !!!"
945,Pengguna Google,1,2020-01-26 16:33:07,"Saya baru saja memiliki aplikasi ini. Saat mencoba untuk memasuki Netflix, saya menemukan tulisan seperti ""koneksi anda gagal , mohon di ulangi untuk beberapa saat lagi"" dan berulang kali saya memasuki ini tetap saja hasil nya pun nihil. Alhasil saya menghapus aplikasi ini karena TIDAK JELAS...trims (mohon diperbaiki secepatnya!)"
946,Pengguna Google,1,2020-01-23 12:06:22,"tolong dong ini kok aplikasinya gabisa dibuka. udh beberapa hari. Sangat mengecewakan, katanya free 1 bulan, dan sudah membuat akun sekaligus taro nomor kartu kredit tapi malah aplikasinya gabisa dibuka. untuk Netflik tolong bantuannya kenapa aplikasi ini gabisa dibuka sebelum CC saya kedebit, karena saya tidak ingin lanjut berlangganan karena suda kecewa."
947,Pengguna Google,1,2020-01-12 14:50:13,"Kecewa sih sama netflix. Filmnya ga lengkap, mau nonton scream 3 film nya ga tersedia di negara indonesia. Entah ga lulus kpi kah atau kenapa yang jelas ga worth it jadinya subcribe di netflix kalo filmnya aja banyak yg ga bisa di tonton."
948,Pengguna Google,1,2020-01-07 15:07:08,"Sangat-sangat kecewa dengan Netflix. Aplikasi tidak bisa diakses / digunakan #dengan keterangan terjadi kesalahan# / #Netflix tidak dapat dijangkau#, namun biaya tetap memotong kartu kredit. Saya sangat dirugikan"
949,Pengguna Google,1,2020-01-01 15:43:46,Saya install netflix karna ada ingin nonton film yg sempurna tanpa di ganggu iklan dan lain sebagainya dengan berbayar tidak masalah. Namun sayang sekali netflix ini sepertinya setengah setengah membangun usahanya. Saya menggunakan provider XL dan INDIHOME dan sama sekali tidak bisa memutar film yg ada di netflix. Hanya bisa membuka judul dan flayer depan saja. Harus pakai provider apa buat bisa nonton di layanan premium ini? Sangat menyesatkan dan sangat merugikan untuk semua yg sudah mendonlot
950,Pengguna Google,1,2019-12-31 03:51:57,"Parah, udah login daftar pake kartu kredit, dan udah kepotong biaya langganan bulanan . Tpi tetep gabisa dipake , boro2 muter video buka tampilan home aja gabisa . Mengecewakan udah pakai wifi kenceng, pakai kuota banyak juga percuma !"
951,Pengguna Google,2,2019-12-19 23:28:33,"Aduh tolong siapapun.. Aku mau membatalkan langganan netflix tapi susah untuk mengakses pengaturan akun,pembayaran,dll .. Jadi situsnya tidak bisa di buka.call center indonesianya tidak ada,ada juga yang luar negerinya.aduh gimana yah otomatis kartu kreditku terdebet 109.000 tapi aku jarang nonton netflix bahkan tidak pernah lagi.. Tolong tindak lanjuti untuk lebih memudahkan !!"
952,Pengguna Google,1,2019-12-01 21:20:50,Netflix kurang bagus..nyesel instal apk ini.. dari awal udah suruh masukin akun terus perbayar lg...saya kira kayak apk2 yg lainya yg mudah gtu yg langsung tonton tataunya ribet..!
953,Pengguna Google,1,2019-11-19 17:11:24,"Gak bisa kasi niali yg bagus untuk netflix karena sdh d persulit dri awl,,,,,, email yg biasa bisa di pakai untk masuk k aplikasi lain bisa tp d netflix jd gk bisa malah d suruh coba lagi,,,,,, coba lagi kan orng jd males untk downlod aplikasi ini,,,, Tolong untk adminnya di baca dan di lihat komplen dri pengguna aplikasi kalian ini soalnya sayang film yg ad d sini bagus"" tp untk menikmati filmnya sangat susah..."
954,Pengguna Google,5,2019-11-08 16:36:40,"App bagus. Bs nonton d berbagai media gadget ( hp / laptop). Bisa nonton 2-3 org bersamaan juga dg akun yg sama. Tergantung kita pilih paket yg mana. Film2 termasuk update. Tlg serial CSI dimasukkan lagi ya, soalnya yg sejenis itu jg tdk banyak. Tks"
955,Pengguna Google,5,2019-10-30 23:42:53,"Harus bayar untuk langganan nonton berbagai jenis film (unlimited). Harga langganan murah dibanding harus ke bioskop, bebas nonton kapan saja, dimana saja, diulang2, tapi jadi bikin kecanduan pengen nonton terus."
956,Pengguna Google,1,2019-10-26 02:10:20,"Masuk aja susah padahal sudah cantumin 3 kartu debit tapi ditolak semua. Harusnya untuk masuk cukup bikin akun aja, kalau memang setelah masa gratis harus bayar baru isi kartu debit/kredit. Saran aja nih kan sekarang udah ada aplikasi ovo & gopay yg bisa digunakan untuk aplikasi berbayar juga, mungkin kedepannya Netflix bisa pakai aplikasi ini untuk biaya berlangganannya. Karna aplikasi ini kan langsung conect di hp jadinya gak ribet harus buka2 dompet buat lihat no kartu. Thks"
957,Pengguna Google,1,2019-10-25 16:59:40,Percuma dong ada gratis netflix di kartu 3 kalo gak bisa digunakan dan harus bayar dulu untuk apa paket data 3 dibagi ke netflix . Parah saran ajja kalo bisa untuk login jangan dikenakan biaya kan kita nontonpun pake data
958,Pengguna Google,1,2019-10-24 14:52:34,Sudah coba registrasi pake 2 kartu debit tp gak bisa.. 👎 mestinya kaya viu.. Free trial buat film tertentu & pake iklan jg gak masalah klo sudah oke bisa berbayar menggunakan media apapun.. Bisa beli di tokped or lain2
959,Pengguna Google,1,2019-10-23 15:38:04,"Lebih suka iflix deh,bukan pgn gratisan,tp kan pke kuota juga ttep bayar,ga gratis gitu aja,klo iflix mah ada pilihan,kalau mau bebas biaya bisaaa,klo film2 yg bayar juga ada,tapi tetep kece yg bebas biaya juga film nya bagus2,ga kaya netflix,udah kita harus bayar,terus pas download juga pasti keluar kuota juga,rugi 2x jdnya👎"
960,Pengguna Google,1,2019-10-21 16:59:15,Aplikasi sampah tidak berguna jaringan selalu gagal tidak memuaskan layanan pelanggan tidak mengenakkan dan lebih parah koneksi tdk pernah respons. Dan saya menyesal telah menginstal aplikasi dan sudah berlangganan. Dan pengaduan tidak pernah di respon. Film yg katanya lengkap mustahil
961,Pengguna Google,1,2019-10-20 10:50:37,"Katanya uji coba gratis selama 30 hari,tapi kok harus mendaftar dulu dgn mencantumkan no kartu kredit/debit itu bukan gratis namanya,,gak semua orang punya kartu seperti itu,,terlalu di buat rumit pdhl klo memang ada uji coba gratis,di program otomatis aja kan bs,klo member gk bayar otomatis kluar dari akun dan sebaliknya..kan lbh mudah."
962,Pengguna Google,2,2019-09-24 00:55:52,Kenapa cuman masuk/daftar aja dipersulit sih?harus pakai kartu kredit terus gimana yang gak punya kartu kredit termasuk saya. kalo bisa sih ada metode pembayaran yang lain seperti via Alfamart & Indomaret seperti itu...tolong dong perbaki lagi!!
963,Pengguna Google,1,2019-09-13 07:13:55,"Applikasi selalu tidak dapat dibuka, hanya stop sampai di logo saja, padahal koneksi di 4G+, sudah ganti koneksi dgn wifi rumah, tetap saja tidak dapat dibuka, sayang sekali sudah bayar langganan, tapi tidak dapat dibuka / tidak terpakai, tagihan CC sudah tertera,, 😭"
964,Pengguna Google,5,2019-09-10 12:02:05,"terimakasih netflix,ternyata yang bisa akses netflix itu internet kecuali telkom,jadi yg bersangkutan dengan perusahaan telkom tidak bisa akses,dan pembayaran pertama ada persetujuan lewat email,seterusnya akan d potong tanpa persetujuan,ini mungkin bisa membantu teman"""
965,Pengguna Google,1,2019-09-02 03:52:56,"Dari awal download aplikasi netflix saya tidak bisa membuka hanya tulisan ""NETFLIX"" beberapa waktu tertera kami tidak bisa menjangkau layanan netflix . Tolong diperbaiki."
966,Pengguna Google,1,2019-08-30 03:53:01,"Koneksi internet hp udh pakai wifi tp knp kok pas mau play video ataupun download ga pernah bisa ? Diperbaikin dong bugnya, kecewa sih udh langganan ya meskipun gratis tp klo awalny ga ada kendala kan bakal lanjut langganan yg berbayar"
967,Pengguna Google,1,2019-08-29 03:51:21,"Aplikasi jelek parang , loading melulu . Saya sudah aktifin langganan pake kartu kredit . Tp gk bisa menikmati film nya sama sekali, sedangkan saldo sudah kepotong . Gimana ini ? Mau di cancel gk bisa . Tolong donk"
968,Pengguna Google,1,2019-08-28 11:46:07,"Mau daftar aja susah,, Untuk pembayaran harus pake kartu kredit. Kalo bisa d upgrade lagi untuk pembayaran pake metode yg lebih mudah jdi yg gx punya kartu kredit gx bakal susah ky gini. Sedih jdi gx bsa nonton drama favorit gra2 gx bsa daftar 😤😠"
969,Pengguna Google,1,2019-08-27 06:14:05,"Tolong dipermudah cara berlangganan banyak yang tertarik dengan netflix tapi syarat berlangganan dengan kartu kredit tidak semua orang bisa, tolong di permudah dengan di kasih pilihan cara berlangganan nya, contoh : go pay, ovo, bayar via indomaret, dll ! Tolong di respons 🙏"
970,Pengguna Google,3,2019-08-26 13:56:32,"Sebenarnya app nya bagus min , tapi tolong cara pembayaran nya di permudah , susah kalo yg gak punya kartu kredit , apalagi lagi mahasiswa kayak saya ini , mau daftar susah banget , malah gk punya kartu kredit , hadeh , bintangnya tiga dlu lah min ."
971,Pengguna Google,1,2019-08-26 00:53:38,Udah 2 kali aku download tpi tetap saja tdk mau masuk ke appsnya. Entah soal krn pakai quota telkomsel atau jaringan yg tdk bagus. Tpi saat buka YT lancar lancar aja. Tpi ketika buka apps in yg muncul cma Netflix dn gak respon sm skli.
972,Pengguna Google,3,2019-08-25 05:27:43,"Pembayaran melalui kartu kredit/debit tidak sesuai dengan keadaan orang"" indonesia yg tidak mempunyai kartu tsb.. sebaiknya bekerjasama dengan salah satu e-commerce untuk pembayaran langganan netflix. Itu lebih baik. Dan netflix mungkin mau untuk mempertimbangkan untuk memberikan langganan film nya untuk harian/mingguan. Karena saya yakin tidak semua orang yg setiap hari akan menonton film atau tv show terus."
973,Pengguna Google,1,2019-08-24 02:38:12,Sangat mempersulit. Untuk bisa akses harus dengan metode pembayaran kartu kredit. Bagaimana nasib bagi kami yang tidak memilikinya. Seharusnya dipertimbangkan bagaimana caranya semua kalangam bisa mengakses tanpa harus mempersulit kalangan bawah. Tolong lah dipermudahlah
974,Pengguna Google,2,2019-08-23 16:57:05,"Langganan harus pakek kartu kredit/debit. Pertama kasihan yang nggak punya, kedua takut ada pembajakan kartu, jadi menurut saya mending dikasih opsi pembayaran yang lain, kayak bayar lewat indomaret, voucher, dll. Sebenarnya saya tertarik untuk berlangganan, tapi saya tadi coba berlangganan pakek kartu debit bca juga nggak bisa. Terus saya harus buat cc hanya untuk netflix? Tolong dipemudah untuk cara berlangganan (bukan berarti minta dimurahin)"
975,Pengguna Google,4,2019-08-18 04:20:38,"Duluuu pernah langganan netflix pas masih pake kartu kredit, pilihan film lumayan lengkap sih. Tp pas udh tobat ga mau pake kartu kredit, jd ikutan uninstall juga. Skrg mau daftar lagi pake akun baru *karna yg lama lupa*, masukin kartu debit juga ga bisa, pdahal ada mastercard nya., sampai 2 kartu debit dr 2 bank yg berbeda juga ga mau. Yaudah deh, uninstall lagi, wkwkwkk.."
976,Pengguna Google,5,2019-08-05 23:08:01,"Awalnya saya kira netflix yg bermasalah atau hp saya, ternyata setelah baca komen-komen orang kalau yang pake kuota gabisa, saya jadi paham. Hehe.. makasih netflix, meskipun saya masih tetep gabisa pake apknya karena gapunya atm 😂"
977,Pengguna Google,2,2019-08-04 03:03:30,"saya kena bajak account di netflix, memang salah saya tidak periksa email, saya baru tahu setelah email dr bank kartu saya didebet.. sehingga orang dari malaysia bisa masuk netflix saya dan dia pakai netflix saya yang sudah terhubung dengan kartu kredit dan mengubah dengan email lain, solusi dari netflix bagaimana? kenapa bisa mudah sekali account netflix dirubah email oleh orang lain, sangat merugikan bagi pelanggan yang debet kartu..mohon ditingkatkan sistem keamanannya.. kecewa terimakasih"
978,Pengguna Google,1,2019-08-01 03:14:58,"Setelah melihat ulasan negatif yg begitu banyak. jadi ragu buat berlangganan, walau pun bukan bajakan klo model nya kayak gitu yah.... mending nonton streaming di google aja banyak tu webnya penting make VPN... Klo bisa tolong di perbaiki lah, itu yg pada protes di tanggapi lah Netflix biar gak salah paham nanti yg lihat nya..."
979,Pengguna Google,5,2019-07-22 20:28:36,"netizen alasan ribet. klasik bangsat. yg bikin ribet ya penggunanya. bisa pake kartu debit juga, ga cuma kredit. dibaca itu terms & conditions nya. fungsi kartu atm lo itu buat apa? transfer sama tarik tunai doang? bego! pake ada yg alasan ""buang2 kuota buat download apk ini"" ya lo aja yg miskin. main instagram seharian full bisa ga ngeluh. padahal dipake tiap hari dan itu juga ngabisin kuota banyak. lah ini cuma download skali aja pake alasan buang kuota. ga logis anjing! mental bajakan sih"
980,Pengguna Google,1,2019-07-20 08:57:26,"sayang hanya bisa berlangganan menggunakan kartu kredit, andai bisa bayar pake pulsa atau google play gift card, atau transfer bank.. mohon dong opsi pembayaran diperbanyak. biar yg ga punya kartu kredit jg bisa menokmati netflix.. thnks"
981,Pengguna Google,1,2019-07-10 21:45:24,"aplikasi dengan pendaftaran akun teribet , pake nomor rekening nomor blablabla, jika ingin mendapat pelanggan perbaiki pendaftaran akun karena disetiap negara karakter orang berbeda , apalagi jaman modern orang gak mau ribet"
982,Pengguna Google,3,2019-07-09 18:15:57,"Maaf sebelumnya, sekadar masukan untuk metode pembayaran sebaiknya ditambah via pulsa, soalnya tidak semua memiliki kartu debit/kartu kredit. Mungkin dengan penambahan metode pembayaran via pulsa, kalian dapat menjangkau lebih banyak pengguna, selain itu penambahan metode pembayaran melalui pulsa menurut saya cukup efektif bagi pengguna (pelanggan) untuk memiliki opsi pembayaran yg lebih luas. Thanks!"
983,Pengguna Google,1,2019-07-04 15:47:30,"super payah, gabisa daftar. bikin malas aja. susah bgt daftarnya mau untung mlah jd buntung ya. jgn persulit daftar, klo gagal terus waktu kebuang gitu aja. bukannya pgn cpt nonton malah waktu nya habis buat daftar. perbaiki dulu deh yg bener."
984,Pengguna Google,1,2019-06-24 05:29:24,buruk....kenapa tidak seperti aplikasi lain.. bisa dengan mudah mendaftar lewat facebook atau instagram. gak semua org punya kartu debit.... JANGAN DI DOWNLOAD.... Dan buat editornya kok nyaranin aplikasi spti ini... hanya membuat kesal aja aplikasi nya... benar2 nyesal deh.....
985,Pengguna Google,1,2019-06-13 16:38:05,untuk pihat netflix tolong diperbaiki apk nya. ini baru pertama kali sy pake netflix tpi sdh di kecewakan begini. mau daftar sja ribet. selesai daftar ehh malah gak bisa terproses. kukira apknya salah jd hapus dn download lg ternyata msh sama ttp tdk bisa. jadi aku ganti jaringan krn kukira jaringan jelek ehh ttp gk bisa. maunya apa coba! orang mau menonton tdk bisa. sdh banyak ulasan ttg masalah ini tp pihak netflix mengabaikan para pengguna yang memberi ulasan. tolong diperbaiki apk nya...
986,Pengguna Google,1,2019-06-03 12:56:34,"dear pihak Netflix tolong aplikasinya di perbaiki. saya sudah pernah download aplikasi ini sejak satu tahun uang lalu tapi mungkin karena saya sebagai pemula jadi pendaftaran tidak berhasil meski di coba berulang-ulang, oleh karena itu saya menghapus aplikasi ini. dan saya mencoba lagi dengan mendownloadnya sekarang. tapi saat memasukan email dan pasword lelau tidak bisa di proses meski sudah di coba beruang-ulang. sudah banyak pelanggan yang komen di kolom ulasan namun pihak Netflix tak respon."
987,Pengguna Google,1,2019-03-13 00:56:21,"aplikasi apaan !! d dwnload ,pas d buka cmn ada tulisan netflix ! Sejam nunggu ga ada perubahan !!! kalo aplikasi udah rusak tolong di atur lagi !! merugikan sekali"
988,Pengguna Google,5,2019-03-09 11:59:44,"saya langganan nonton Netflix sejak variety show busted keluar episode 1. langsung langganan berbayar menggunakan pascabayar merah tapi kita semua tahulah ya kalau mereka memblokir aplikasi ini jadi saya cari alternatif dengan membeli pascabayar hitam,hanya buat menonton saja. Alhamdulillah lancar jaya, tidak ada kendala apapun."
989,Pengguna Google,2,2019-02-18 02:48:28,"hai Tim Netflix, sbg pengguna baru saya bingung ketika ingin menyelesaikan pendaftaran (setelah mengklik tombol SELESAIKAN PENDAFTARAN yg berwarna merah) yg terjadi hanyalah tampilan berwarna putih saja dengan bagian atas sebelah kiri bertuliskan NETFLIX dan sebelah kanan atasnya bertuliskan MASUK dan BANTUAN, tanpa ada tombol lain dan/atau petunjuk lain. Apakah ada solusi dari Tim Netflix untuk saya? Untuk sementara saya kasih bintang 2 dulu yaa, jika sudah bisa nonton saya balik kasih bintang5"
990,Pengguna Google,5,2019-02-02 18:10:58,"Buat yang masih gagal paham dgn pembayaran menggunakan kartu debit bisa pakai Debit Bni ketik nmr kartu,expired dan 3 huruf nmr yg ada dibelakang kartu. Sekedar saran buat Netflix,kalau mau dinikmati semua kalangan ada baiknya pembayaran bisa melalui pulsa,karna ngga semua org pengguna debit Bni kebanyakan diindonesia pakai Debit Bca dan Debit Bri ( kebetulan bri sy ngga punya,jadi ngga bisa kasih info ) Sukses selalu buat Netflix"
991,Pengguna Google,5,2019-01-18 03:44:12,"Nice, suka bgt sama Netflix untuk make provider 3 jadi bisa akses netflix, ngga kaya Telkom ga bisa akses netflix. Kalau yg ga bisa msk atau yg gabisa pake gratisan 1 bulan itu harus punya kartu atm minimal debit jadi kalau mau pake yang gratisan 1 bulan nanti bisa diperpanjang(bayar), tapi kalau ga mau diperpanjang bisa di berhenti langganan asalkan sebelum tanggal jatuh tempo, saran aj untuk netflix agar pembayarannya dibanyakin metodenya misalkan Alfa/indo or jg disediakan voucher ditokopedia"
992,Pengguna Google,1,2019-01-15 06:50:39,"mw cba berlangganan pakek debit card tpi gak bsa. sudah di ikuti cra registration nya sesuai petunjuk tpi gak bsa. bingung jdinya. tlg metode pembayaran lebih di permudah, contohnya spotify gak susah utk bayar bulananya."
993,Pengguna Google,1,2019-01-04 14:52:32,"Ceritanya download, udh sampe 85% tiba2 hang, balik lagi ke 19% Begitu selesai download, pas aplikasi dibuka cuma tertulis ""Maaf, kami tidak dapat menjangkau layanan Netflix. Coba lagi nanti. (-14)"" Neng jadi lieur akh...sudah lelah menanti, ternyata cuma php 😥😭 Ada yang bisa kasih pencerahan??"
994,Pengguna Google,1,2018-12-18 14:05:42,"Tolong perbaiki aplikasi nya. Sebagai pionir layanan menonton steaming, Netflix benar benar mengecewakan. Aplikasi sering error ketika pertama kali membuka atau menjeda menonton ketika membuka aplikasi lain atau menerima panggilan dan ingin meneruskan. Error sering terjadi biarpun sudah berkali kali restart ponsel. Serasa menggunakan aplikasi yang masih dalam program beta. Ingat kalo pengguna aplikasi ini bayar. Jauh lebih baik aplikasi kompetitor yang muncul belakangan."
995,Pengguna Google,2,2018-11-13 16:30:56,"Ini kenapa udah dimasukin email tapi email tidak valid terus, padahal emang itu email nya bener. Dan ribet bgt cara daftarnya knpa ya udah ikutin sesuai prosedur ttep gabisa apalgi masalah kartu debit gitu. Ada apa dengan netflix?"
996,Pengguna Google,5,2018-11-05 02:29:42,"Buat yang gabisa buka. Providernya apa? Tsel udah pasti gabisa nonton. Login disuruh bayar dulu? Yaiyalah, emang standard netflix kaya gitu. Gak bisa disamain sama viu dan lainnya. It works perfectly fine kok, bisa login, bisa nonton film. Gak ada error sama sekali."
997,Pengguna Google,1,2018-10-16 13:35:22,"Yg mau donlot ini, baca dlu komen2nya. Jgn sampe nyesel kayak saya. Udh donlot 2x, yg satu di iphone, berkali2 buka gak bisa, kupikit hapenya. Akhirnya donlot pke android, gak bisa juga dibuka. Pas baca komen, emg aplikasinya ajah yg gak beres. Iklanya bagus sih, tp percuma aja gak bisa dibuka. Bkin kecewa kami aja!"
998,Pengguna Google,5,2018-09-22 16:25:46,"Sejauh ini udah jd pelanggan netflix 2 tahunan, dan semua berjalan lancar. Gak perna ada ganguan segala macam. Lancar selalu baik di hp , ipad , tv maupun komputer. Yang bilang jelek mungkin perlu dirubah sudut pandangnya aja, kalo jelek mah darikapan tau udah berhenti berlangganan x saya , tp sampe skrg saya masih berlangganan 🤗"
999,Pengguna Google,3,2018-09-15 14:29:21,"Padahal Netflix recommended banget tpi sayang di Indo aksesnya masih jelek, semoga bisa jdi bahan pertimbangan agar costumer indonesia juga bisa leluasa menggunakan aplikasi ini.. #memang sih harus bayar, di US juga kalau mau make netflix musti berlangganan bru bisa nonton bebas.. #dan buat yg lain, app ini gak rusak. Akses di Indonesia aja yg belum memadai.."
